Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,68.85,NA,5.98,24.02,16.18,NA,6.54,0.19,30.80,NA,NA,NA,NA,NA,NA,20.90,100.00,0.09,173.98,NA,0.00,144.01,1001.00,0.95
2025-01-01 01:00:00,58.16,NA,6.11,23.85,16.20,NA,5.36,0.19,24.88,NA,NA,NA,NA,NA,NA,20.04,100.00,0.13,163.48,NA,0.00,159.38,1001.00,0.94
2025-01-01 02:00:00,45.12,NA,6.46,23.93,16.49,NA,1.20,0.19,28.37,NA,NA,NA,NA,NA,NA,19.39,100.00,0.18,156.00,NA,0.00,157.99,1001.00,0.93
2025-01-01 03:00:00,40.15,NA,6.48,24.07,16.57,NA,0.92,0.19,29.85,NA,NA,NA,NA,NA,NA,18.71,100.00,0.14,138.67,NA,0.00,161.22,1001.00,0.92
2025-01-01 04:00:00,36.47,NA,6.34,24.24,16.56,NA,5.99,0.19,25.20,NA,NA,NA,NA,NA,NA,18.15,100.00,0.11,141.28,NA,0.00,162.91,1001.00,0.91
2025-01-01 05:00:00,29.99,NA,5.93,24.13,16.20,NA,6.91,0.19,24.11,NA,NA,NA,NA,NA,NA,17.80,100.00,0.14,127.72,NA,0.00,140.88,1001.00,0.90
2025-01-01 06:00:00,32.80,NA,5.92,24.22,16.23,NA,2.06,0.19,16.73,NA,NA,NA,NA,NA,NA,17.42,100.00,0.15,121.38,NA,0.00,133.48,1001.00,0.90
2025-01-01 07:00:00,31.27,NA,6.38,24.11,16.52,NA,1.55,0.19,16.76,NA,NA,NA,NA,NA,NA,17.28,100.00,0.16,138.03,NA,0.00,135.83,1001.00,0.90
2025-01-01 08:00:00,34.90,NA,5.99,23.84,16.10,NA,1.47,0.24,17.56,NA,NA,NA,NA,NA,NA,18.07,100.00,0.16,123.79,NA,0.00,160.51,1001.00,0.91
2025-01-01 09:00:00,39.56,NA,6.39,24.36,16.65,NA,3.70,0.28,19.69,NA,NA,NA,NA,NA,NA,19.91,99.04,0.25,118.72,NA,0.00,192.26,1001.00,0.94
2025-01-01 10:00:00,41.59,NA,6.21,24.18,16.43,NA,1.47,0.28,32.24,NA,NA,NA,NA,NA,NA,22.26,92.13,0.40,132.29,NA,0.00,227.62,1001.00,0.98
2025-01-01 11:00:00,42.61,NA,6.49,24.08,16.59,NA,1.98,0.27,40.07,NA,NA,NA,NA,NA,NA,24.66,84.65,0.29,144.35,NA,0.00,251.70,1001.00,1.02
2025-01-01 12:00:00,44.48,NA,6.53,24.38,16.77,NA,5.59,0.21,50.53,NA,NA,NA,NA,NA,NA,26.13,80.09,0.12,159.32,NA,0.00,260.42,1001.00,1.04
2025-01-01 13:00:00,41.17,NA,6.41,24.24,16.61,NA,6.87,0.20,52.36,NA,NA,NA,NA,NA,NA,27.58,74.69,0.12,149.74,NA,0.00,257.38,1001.00,1.06
2025-01-01 14:00:00,42.22,NA,6.30,24.45,16.62,NA,4.98,0.20,51.22,NA,NA,NA,NA,NA,NA,27.86,70.69,0.15,109.01,NA,0.00,237.79,1001.00,1.07
2025-01-01 15:00:00,32.87,NA,6.36,24.43,16.66,NA,4.61,0.20,47.08,NA,NA,NA,NA,NA,NA,28.36,64.68,0.18,113.28,NA,0.00,201.82,1001.00,1.08
2025-01-01 16:00:00,33.62,NA,5.79,24.05,16.05,NA,7.15,0.23,44.95,NA,NA,NA,NA,NA,NA,28.00,65.09,0.16,131.83,NA,0.00,163.76,1001.00,1.07
2025-01-01 17:00:00,32.24,NA,6.30,24.40,16.61,NA,8.74,0.23,41.74,NA,NA,NA,NA,NA,NA,26.70,69.51,0.13,190.86,NA,0.00,148.46,1001.00,1.05
2025-01-01 18:00:00,24.96,NA,5.96,24.32,16.32,NA,3.79,0.32,25.04,NA,NA,NA,NA,NA,NA,24.86,75.65,0.12,266.82,NA,0.00,145.59,1001.00,1.02
2025-01-01 19:00:00,33.25,NA,6.30,24.04,16.43,NA,2.99,0.49,14.04,NA,NA,NA,NA,NA,NA,24.18,80.91,0.12,271.49,NA,0.00,142.56,1001.00,1.01
2025-01-01 20:00:00,42.23,NA,5.93,24.27,16.26,NA,6.19,0.36,12.93,NA,NA,NA,NA,NA,NA,22.88,81.20,0.10,269.22,NA,0.00,141.20,1001.00,0.99
2025-01-01 21:00:00,48.31,NA,6.31,24.22,16.52,NA,7.24,0.22,20.02,NA,NA,NA,NA,NA,NA,22.24,72.64,0.12,224.35,NA,0.00,139.36,1001.00,0.98
2025-01-01 22:00:00,44.14,NA,6.21,24.38,16.53,NA,4.38,0.20,23.21,NA,NA,NA,NA,NA,NA,21.94,66.26,0.12,138.85,NA,0.00,137.92,1001.00,0.97
2025-01-01 23:00:00,35.19,NA,6.11,24.10,16.31,NA,1.17,0.19,22.96,NA,NA,NA,NA,NA,NA,21.26,70.07,0.14,150.67,NA,0.00,141.24,1001.00,0.96
2025-01-02 00:00:00,34.74,NA,6.34,24.35,16.61,NA,7.81,0.21,23.95,NA,NA,NA,NA,NA,NA,20.58,75.82,0.20,103.02,NA,0.00,131.00,1001.00,0.95
