station_name,agency,spatial_level,timestamp_local,aqi,source_file,year,month
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000009,111.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000009,194.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000009,70.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000010,91.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000010,172.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000010,116.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000010,185.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000010,73.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000011,90.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000011,142.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000011,209.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000011,152.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000011,84.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000012,104.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000012,101.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000012,132.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000012,195.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000012,86.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000013,101.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000013,101.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000013,110.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000013,109.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000013,105.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000014,91.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000014,157.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000014,83.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000014,85.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000014,97.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000015,102.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000015,181.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000015,92.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000015,78.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000015,96.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000016,95.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000016,144.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000016,132.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000016,96.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000016,84.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000017,94.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000017,125.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000017,104.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000017,95.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000017,71.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000018,97.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000018,147.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000018,125.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000018,106.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000018,72.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000019,119.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000019,121.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000019,158.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000019,130.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000019,90.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000020,158.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000020,98.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000020,203.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000020,95.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000020,95.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000021,140.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000021,186.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000021,164.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000021,85.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000021,84.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000022,142.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000022,203.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000022,148.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000022,137.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000022,92.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000023,118.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000023,155.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000023,108.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000023,190.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000023,104.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000024,150.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000024,159.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000024,101.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000024,225.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000024,96.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000025,107.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000025,136.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000025,86.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000025,148.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000025,101.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000026,103.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000026,144.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000026,109.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000026,142.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000026,88.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000027,124.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000027,171.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000027,110.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000027,118.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000027,160.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000028,131.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000028,162.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000028,120.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000028,114.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000028,96.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000029,115.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000029,196.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000029,125.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000029,105.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000030,110.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000030,119.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000030,129.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000030,125.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000031,145.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000031,118.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 19:00:00.000000031,116.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000001,137.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000001,105.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000001,104.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000001,157.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000001,116.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000002,121.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000002,126.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000002,86.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000002,139.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000002,119.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000003,199.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000003,148.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000003,120.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000003,135.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000003,115.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000004,118.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000004,112.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000004,147.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000004,145.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000004,112.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000005,138.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000005,105.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000005,125.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000005,143.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000005,113.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000006,109.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000006,126.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000006,103.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000006,143.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000006,67.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000007,104.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000007,102.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000007,92.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000007,184.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000007,48.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000008,118.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000008,109.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000008,112.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000008,163.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000008,74.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000009,104.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000009,150.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000009,112.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000009,194.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000009,69.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000010,92.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000010,170.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000010,117.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000010,182.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000010,74.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000011,88.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000011,138.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000011,206.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000011,154.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000011,85.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000012,105.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000012,97.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000012,132.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000012,189.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000012,87.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000013,99.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000013,100.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000013,108.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000013,105.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000013,105.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000014,91.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000014,159.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000014,83.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000014,84.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000014,98.0,aqi_hourly_city_level__2025_May_ahmedabad_2025.xlsx,2025,May
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000015,98.0,aqi_hourly_city_level__2025_April_ahmedabad_2025.xlsx,2025,April
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000015,182.0,aqi_hourly_city_level__2025_February_ahmedabad_2025.xlsx,2025,February
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000015,94.0,aqi_hourly_city_level__2025_January_ahmedabad_2025.xlsx,2025,January
Ahmedabad City,CPCB,CITY,1970-01-01 20:00:00.000000015,78.0,aqi_hourly_city_level__2025_March_ahmedabad_2025.xlsx,2025,March
