Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,65.65,174.98,21.78,57.82,48.47,36.55,8.26,0.58,3.46,0.97,9.30,0.85,NA,2.96,NA,17.87,75.84,0.56,178.08,0.00,0.00,NA,NA,NA
2025-01-01 01:00:00,57.10,148.98,7.38,35.69,24.98,25.47,6.04,0.31,13.15,0.97,9.26,0.85,NA,3.01,NA,18.32,69.65,0.41,110.15,0.00,0.00,NA,NA,NA
2025-01-01 02:00:00,46.90,121.20,7.01,26.52,19.80,22.65,7.01,0.25,20.35,0.97,9.31,0.85,NA,2.96,NA,17.90,68.88,0.28,46.77,0.00,0.00,NA,NA,NA
2025-01-01 03:00:00,36.33,95.38,6.88,22.46,17.54,20.63,6.50,0.24,26.35,0.97,9.11,0.84,NA,2.98,NA,17.40,69.01,0.44,99.01,0.00,0.00,NA,NA,NA
2025-01-01 04:00:00,29.00,79.88,6.95,21.90,17.30,19.79,6.22,0.25,24.60,0.98,9.14,0.86,NA,2.99,NA,16.99,70.19,0.47,97.18,0.00,0.00,NA,NA,NA
2025-01-01 05:00:00,25.20,71.43,6.80,25.83,19.26,20.26,5.89,0.26,15.84,0.98,9.25,0.85,NA,3.00,NA,16.48,72.64,0.20,85.79,0.00,0.00,NA,NA,NA
2025-01-01 06:00:00,22.50,64.48,7.27,32.72,23.32,21.50,7.05,0.29,10.81,1.00,9.09,0.85,NA,2.98,NA,16.19,73.78,0.22,119.60,0.00,0.00,NA,NA,NA
2025-01-01 07:00:00,22.17,64.20,8.59,31.88,23.94,21.54,7.41,0.32,12.68,0.99,9.28,0.85,NA,2.97,NA,16.20,72.72,0.43,135.25,0.00,0.00,NA,NA,NA
2025-01-01 08:00:00,24.57,70.85,9.06,29.00,22.79,20.91,7.00,0.34,19.13,0.89,8.38,0.64,NA,2.56,NA,17.27,67.80,0.41,76.96,0.00,0.00,NA,NA,NA
2025-01-01 09:00:00,26.30,75.53,9.55,32.35,24.98,21.96,7.18,0.35,26.20,0.88,8.42,0.65,NA,2.59,NA,19.27,61.52,0.36,32.88,0.00,0.00,NA,NA,NA
