station_id,station_name,date,latitude,longitude,covering_granules,raw_station_aod,raw_station_qa,cloud_mask,cloud_mask_name,land_mask,land_mask_name,adjacency_mask,adjacency_mask_name,aod_quality,aod_quality_name,glint_mask,glint_mask_name,aerosol_model,aerosol_model_name,rule_a_valid,rule_a_neighborhood_valid_count,rule_a_neighborhood_mean_aod,rule_b_valid,rule_b_neighborhood_valid_count,rule_b_neighborhood_mean_aod,rule_c_valid,rule_c_neighborhood_valid_count,rule_c_neighborhood_mean_aod
site_5456,SVPI Airport Hansol,2025-02-25,23.076793,72.627874,1398,445.0,642.0,2,Possibly Cloudy,0,Land,4,Adjacent to snow,2,Unknown (2),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5455,SAC ISRO Satellite,2025-09-28,23.023389,72.515201,1434,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_308,Maninagar,2025-12-29,23.002657,72.591912,1232,,1280.0,0,Undefined,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5454,SAC ISRO Bopal,2025-05-30,23.041137,72.456691,1489,743.0,1280.0,0,Undefined,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_308,Maninagar,2025-09-23,23.002657,72.591912,1397,,1282.5,2,Possibly Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5450,Gyaspur,2025-11-10,22.977134,72.553024,1374,270.5,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,2,0.27925,False,0,,True,2,0.27925
site_5454,SAC ISRO Bopal,2025-08-16,23.041137,72.456691,1420,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5450,Gyaspur,2025-03-10,22.977134,72.553024,1431,407.0,642.0,2,Possibly Cloudy,0,Land,4,Adjacent to snow,2,Unknown (2),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5450,Gyaspur,2025-09-23,22.977134,72.553024,1397,402.0,1170.0,2,Possibly Cloudy,2,Snow,4,Adjacent to snow,4,>1 neighbor clouds,0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5451,Rakhial,2025-07-20,23.016834,72.625775,1471,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5456,SVPI Airport Hansol,2025-02-01,23.076793,72.627874,1348,384.0,1057.0,1,Clear,0,Land,1,Adjacent to clouds,4,>1 neighbor clouds,0,No glint,0,Background (regional),False,0,,False,0,,True,1,0.384
site_5454,SAC ISRO Bopal,2025-04-02,23.041137,72.456691,1433,459.5,641.5,1,Clear,0,Land,4,Adjacent to snow,2,Unknown (2),0,No glint,0,Background (regional),False,1,0.454,False,0,,False,1,0.454
site_5455,SAC ISRO Satellite,2025-10-17,23.023389,72.515201,1388,561.5,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,2,0.5365,False,0,,True,2,0.5365
site_5450,Gyaspur,2025-01-22,22.977134,72.553024,1313,563.5,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,2,0.58925,False,0,,True,2,0.58925
site_5453,Chandkheda,2025-12-17,23.107969,72.574648,1267,317.0,4097.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,1,Glint detected,0,Background (regional),True,2,0.3185,False,0,,True,2,0.3185
site_5455,SAC ISRO Satellite,2025-08-28,23.023389,72.515201,1416,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5456,SVPI Airport Hansol,2025-04-10,23.076793,72.627874,1467,520.5,641.5,1,Clear,0,Land,4,Adjacent to snow,2,Unknown (2),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5452,Raikhad,2025-06-29,23.020509,72.579261,1493,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5450,Gyaspur,2025-08-29,22.977134,72.553024,1441,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5449,SVPS Stadium,2025-04-16,23.04307,72.562968,1432,524.0,1280.0,0,Undefined,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5450,Gyaspur,2025-12-17,22.977134,72.553024,1267,354.5,4097.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,1,Glint detected,0,Background (regional),True,2,0.3695,False,0,,True,2,0.3695
site_5452,Raikhad,2025-12-20,23.020509,72.579261,1287,222.5,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,2,0.2205,False,0,,True,2,0.2205
site_5455,SAC ISRO Satellite,2025-09-16,23.023389,72.515201,1468,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5450,Gyaspur,2025-10-22,22.977134,72.553024,1345,1108.0,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,1,1.108,False,0,,True,1,1.108
site_5454,SAC ISRO Bopal,2025-12-25,23.041137,72.456691,1198,336.0,4097.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,1,Glint detected,0,Background (regional),True,2,0.33575,False,0,,True,2,0.33575
site_5453,Chandkheda,2025-02-17,23.107969,72.574648,1398,223.0,1280.0,0,Undefined,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5451,Rakhial,2025-06-01,23.016834,72.625775,1491,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_308,Maninagar,2025-03-16,23.002657,72.591912,1484,258.5,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,1,0.2585,False,0,,True,1,0.2585
site_5454,SAC ISRO Bopal,2025-09-28,23.041137,72.456691,1434,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5456,SVPI Airport Hansol,2025-03-11,23.076793,72.627874,1491,398.5,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,1,0.3985,False,0,,True,1,0.3985
site_5455,SAC ISRO Satellite,2025-11-28,23.023389,72.515201,1273,3278.0,1280.0,0,Undefined,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5456,SVPI Airport Hansol,2025-09-17,23.076793,72.627874,1389,,1282.5,2,Possibly Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_308,Maninagar,2025-01-22,23.002657,72.591912,1313,651.0,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,1,0.651,False,0,,True,1,0.651
site_5452,Raikhad,2025-05-02,23.020509,72.579261,1452,383.0,1.0,1,Clear,0,Land,0,Normal/Clear,0,Best quality,0,No glint,0,Background (regional),True,2,0.38275000000000003,False,0,,True,2,0.38275000000000003
site_5450,Gyaspur,2025-06-10,22.977134,72.553024,1484,,1282.5,2,Possibly Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
site_5453,Chandkheda,2025-04-27,23.107969,72.574648,1463,490.5,641.5,1,Clear,0,Land,4,Adjacent to snow,2,Unknown (2),0,No glint,0,Background (regional),False,1,0.47300000000000003,False,0,,False,1,0.47300000000000003
site_5451,Rakhial,2025-08-16,23.016834,72.625775,1420,,1283.0,3,Cloudy,0,Land,0,Normal/Clear,5,No retrieval (cloudy),0,No glint,0,Background (regional),False,0,,False,0,,False,0,
