station_id,station_name,date,latitude,longitude,covering_granules,strict_aod_550,strict_aod_uncertainty,strict_aod_available,research_aod_550,research_aod_uncertainty,research_aod_available,strict_valid_candidates,selected_strict_source
site_5452,Raikhad,2025-02-07,23.020509,72.579261,100,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-08,23.020509,72.579261,99,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-09,23.020509,72.579261,99,0.23600000000000002,0.018000000000000002,1,-999,-999,0,1.8705882352941174,median_composite_valid
site_5452,Raikhad,2025-02-10,23.020509,72.579261,100,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-13,23.020509,72.579261,95,0.367,0.0222,1,-999,-999,0,1.1019607843137254,median_composite_valid
site_5452,Raikhad,2025-02-14,23.020509,72.579261,93,0.291,0.0179,1,-999,-999,0,1.8705882352941174,median_composite_valid
site_5452,Raikhad,2025-02-15,23.020509,72.579261,92,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-16,23.020509,72.579261,91,0.2575,0.037700000000000004,1,-999,-999,0,1.8588235294117645,median_composite_valid
site_5452,Raikhad,2025-02-17,23.020509,72.579261,91,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-18,23.020509,72.579261,89,0.3255,0.0239,1,-999,-999,0,1.8313725490196078,median_composite_valid
site_5452,Raikhad,2025-02-19,23.020509,72.579261,85,0.3125,0.0177,1,-999,-999,0,0.9686274509803922,median_composite_valid
site_5452,Raikhad,2025-02-20,23.020509,72.579261,89,0.307,0.0115,1,-999,-999,0,1.749019607843137,median_composite_valid
site_5452,Raikhad,2025-02-21,23.020509,72.579261,87,0.4255,0.0386,1,-999,-999,0,1.8705882352941174,median_composite_valid
site_5452,Raikhad,2025-02-22,23.020509,72.579261,88,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-23,23.020509,72.579261,87,-999,-999,0,-999,-999,0,0.027450980392156862,median_composite_missing
site_5452,Raikhad,2025-02-24,23.020509,72.579261,83,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-25,23.020509,72.579261,88,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-26,23.020509,72.579261,86,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-27,23.020509,72.579261,85,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-02-28,23.020509,72.579261,83,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5452,Raikhad,2025-03-01,23.020509,72.579261,82,0.20550000000000002,0.01835,1,-999,-999,0,1.8705882352941174,median_composite_valid
site_5452,Raikhad,2025-03-02,23.020509,72.579261,84,0.366,0.01395,1,-999,-999,0,1.8705882352941174,median_composite_valid
site_5452,Raikhad,2025-03-03,23.020509,72.579261,83,0.4045,0.041850000000000005,1,-999,-999,0,1.8705882352941174,median_composite_valid
site_5452,Raikhad,2025-03-04,23.020509,72.579261,78,-999,-999,0,-999,-999,0,0.027450980392156862,median_composite_missing
