station_id,station_name,date,latitude,longitude,covering_granules,strict_aod_550,strict_aod_uncertainty,strict_aod_available,research_aod_550,research_aod_uncertainty,research_aod_available,strict_valid_candidates,selected_strict_source
site_5455,SAC ISRO Satellite,2025-07-06,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-07,23.023389,72.515201,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-08,23.023389,72.515201,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-09,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-10,23.023389,72.515201,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-11,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-12,23.023389,72.515201,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-13,23.023389,72.515201,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-14,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-15,23.023389,72.515201,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-16,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-17,23.023389,72.515201,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-18,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-19,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-20,23.023389,72.515201,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-21,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-22,23.023389,72.515201,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-23,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-24,23.023389,72.515201,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-25,23.023389,72.515201,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5455,SAC ISRO Satellite,2025-07-26,23.023389,72.515201,68,-999,-999,0,-999,-999,0,0,median_composite_missing
