station_id,station_name,date,latitude,longitude,covering_granules,strict_aod_550,strict_aod_uncertainty,strict_aod_available,research_aod_550,research_aod_uncertainty,research_aod_available,strict_valid_candidates,selected_strict_source
site_5450,Gyaspur,2025-06-28,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-06-29,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-06-30,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-01,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-02,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-03,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-04,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-05,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-06,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-07,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-08,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-09,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-10,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-11,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-12,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-13,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-19,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-21,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-22,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-23,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-24,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-25,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-26,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-29,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-30,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-07-31,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-01,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-02,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-03,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-04,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-05,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-06,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-07,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-08,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-09,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-10,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-11,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-12,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-13,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-14,22.977134,72.553024,66,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-15,22.977134,72.553024,68,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-16,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
site_5450,Gyaspur,2025-08-17,22.977134,72.553024,67,-999,-999,0,-999,-999,0,0,median_composite_missing
