station_id,date,temperature_daily_c,relative_humidity_daily_pct,wind_speed_daily_ms,surface_pressure_daily_hpa,precipitation_daily_m,meteo_available
site_5455,2025-06-09,34.11367187500002,54.80808065009376,4.3823971769949805,999.816953125,0.0,True
site_5449,2025-06-09,34.24004516601565,53.99372181281104,4.245863924208432,998.522421875,0.0,True
site_5456,2025-06-09,34.24004516601565,53.99372181281104,4.245863924208432,998.522421875,0.0,True
site_5453,2025-06-10,34.0295349121094,53.48466836631447,3.77743396524455,996.83203125,0.0,True
site_5450,2025-06-10,34.0295349121094,53.48466836631447,3.77743396524455,996.83203125,0.0,True
site_308,2025-06-10,34.0295349121094,53.48466836631447,3.77743396524455,996.83203125,0.0,True
site_5452,2025-06-10,34.0295349121094,53.48466836631447,3.77743396524455,996.83203125,0.0,True
site_5451,2025-06-10,34.0295349121094,53.48466836631447,3.77743396524455,996.83203125,0.0,True
site_5454,2025-06-10,34.00380859375002,53.39292632009886,3.950945550268498,998.1040625,0.0,True
site_5455,2025-06-10,34.00380859375002,53.39292632009886,3.950945550268498,998.1040625,0.0,True
site_5449,2025-06-10,34.0295349121094,53.48466836631447,3.77743396524455,996.83203125,0.0,True
site_5456,2025-06-10,34.0295349121094,53.48466836631447,3.77743396524455,996.83203125,0.0,True
site_5453,2025-06-11,34.5767761230469,49.69823465427899,3.9361168260554735,995.630703125,0.0,True
site_5450,2025-06-11,34.5767761230469,49.69823465427899,3.9361168260554735,995.630703125,0.0,True
site_308,2025-06-11,34.5767761230469,49.69823465427899,3.9361168260554735,995.630703125,0.0,True
site_5452,2025-06-11,34.5767761230469,49.69823465427899,3.9361168260554735,995.630703125,0.0,True
site_5451,2025-06-11,34.5767761230469,49.69823465427899,3.9361168260554735,995.630703125,0.0,True
site_5454,2025-06-11,34.3223815917969,51.37127145246138,3.980289520299234,996.947734375,0.0,True
site_5455,2025-06-11,34.3223815917969,51.37127145246138,3.980289520299234,996.947734375,0.0,True
site_5449,2025-06-11,34.5767761230469,49.69823465427899,3.9361168260554735,995.630703125,0.0,True
site_5456,2025-06-11,34.5767761230469,49.69823465427899,3.9361168260554735,995.630703125,0.0,True
site_5453,2025-06-12,34.87001953125002,48.63938624497165,3.613707149942222,993.72828125,0.0,True
site_5450,2025-06-12,34.87001953125002,48.63938624497165,3.613707149942222,993.72828125,0.0,True
site_308,2025-06-12,34.87001953125002,48.63938624497165,3.613707149942222,993.72828125,0.0,True
site_5452,2025-06-12,34.87001953125002,48.63938624497165,3.613707149942222,993.72828125,0.0,True
site_5451,2025-06-12,34.87001953125002,48.63938624497165,3.613707149942222,993.72828125,0.0,True
site_5454,2025-06-12,34.6218200683594,50.66678438587889,3.6609980602044505,995.03,0.0,True
site_5455,2025-06-12,34.6218200683594,50.66678438587889,3.6609980602044505,995.03,0.0,True
site_5449,2025-06-12,34.87001953125002,48.63938624497165,3.613707149942222,993.72828125,0.0,True
site_5456,2025-06-12,34.87001953125002,48.63938624497165,3.613707149942222,993.72828125,0.0,True
site_5453,2025-06-13,34.26229248046877,56.26947596130492,3.0484128112443183,993.73578125,0.0,True
site_5450,2025-06-13,34.26229248046877,56.26947596130492,3.0484128112443183,993.73578125,0.0,True
site_308,2025-06-13,34.26229248046877,56.26947596130492,3.0484128112443183,993.73578125,0.0,True
site_5452,2025-06-13,34.26229248046877,56.26947596130492,3.0484128112443183,993.73578125,0.0,True
site_5451,2025-06-13,34.26229248046877,56.26947596130492,3.0484128112443183,993.73578125,0.0,True
site_5454,2025-06-13,34.13094482421877,57.01739152662293,3.113866997148941,994.952421875,0.0,True
site_5455,2025-06-13,34.13094482421877,57.01739152662293,3.113866997148941,994.952421875,0.0,True
site_5449,2025-06-13,34.26229248046877,56.26947596130492,3.0484128112443183,993.73578125,0.0,True
site_5456,2025-06-13,34.26229248046877,56.26947596130492,3.0484128112443183,993.73578125,0.0,True
site_5453,2025-06-14,33.18880615234377,62.674796332077136,2.4832949459149853,992.476796875,2.88248062133789,True
site_5450,2025-06-14,33.18880615234377,62.674796332077136,2.4832949459149853,992.476796875,2.88248062133789,True
site_308,2025-06-14,33.18880615234377,62.674796332077136,2.4832949459149853,992.476796875,2.88248062133789,True
site_5452,2025-06-14,33.18880615234377,62.674796332077136,2.4832949459149853,992.476796875,2.88248062133789,True
site_5451,2025-06-14,33.18880615234377,62.674796332077136,2.4832949459149853,992.476796875,2.88248062133789,True
site_5454,2025-06-14,33.25521240234377,62.5229350136668,2.395941350674891,993.6396875,2.5191307067871094,True
site_5455,2025-06-14,33.25521240234377,62.5229350136668,2.395941350674891,993.6396875,2.5191307067871094,True
site_5449,2025-06-14,33.18880615234377,62.674796332077136,2.4832949459149853,992.476796875,2.88248062133789,True
site_5456,2025-06-14,33.18880615234377,62.674796332077136,2.4832949459149853,992.476796875,2.88248062133789,True
site_5453,2025-06-17,27.531152343750023,92.657402098804,3.080845451738465,990.8990625,18.651485443115234,True
site_5450,2025-06-17,27.531152343750023,92.657402098804,3.080845451738465,990.8990625,18.651485443115234,True
site_308,2025-06-17,27.531152343750023,92.657402098804,3.080845451738465,990.8990625,18.651485443115234,True
site_5452,2025-06-17,27.531152343750023,92.657402098804,3.080845451738465,990.8990625,18.651485443115234,True
site_5451,2025-06-17,27.531152343750023,92.657402098804,3.080845451738465,990.8990625,18.651485443115234,True
site_5454,2025-06-17,27.588281250000023,92.47873535270249,3.004480060209174,992.101171875,24.374961853027344,True
site_5455,2025-06-17,27.588281250000023,92.47873535270249,3.004480060209174,992.101171875,24.374961853027344,True
site_5449,2025-06-17,27.531152343750023,92.657402098804,3.080845451738465,990.8990625,18.651485443115234,True
site_5456,2025-06-17,27.531152343750023,92.657402098804,3.080845451738465,990.8990625,18.651485443115234,True
site_5453,2025-06-18,28.8078552246094,88.80111018376748,3.004886862246739,992.125234375,8.156299591064453,True
site_5450,2025-06-18,28.8078552246094,88.80111018376748,3.004886862246739,992.125234375,8.156299591064453,True
site_308,2025-06-18,28.8078552246094,88.80111018376748,3.004886862246739,992.125234375,8.156299591064453,True
site_5452,2025-06-18,28.8078552246094,88.80111018376748,3.004886862246739,992.125234375,8.156299591064453,True
site_5451,2025-06-18,28.8078552246094,88.80111018376748,3.004886862246739,992.125234375,8.156299591064453,True
site_5454,2025-06-18,29.3593688964844,85.71227287801266,3.2372268790453744,993.28109375,5.790233612060547,True
site_5455,2025-06-18,29.3593688964844,85.71227287801266,3.2372268790453744,993.28109375,5.790233612060547,True
site_5449,2025-06-18,28.8078552246094,88.80111018376748,3.004886862246739,992.125234375,8.156299591064453,True
site_5456,2025-06-18,28.8078552246094,88.80111018376748,3.004886862246739,992.125234375,8.156299591064453,True
site_5453,2025-06-20,30.113610839843773,77.59448430358482,3.640398952114829,994.74359375,1.80816650390625,True
site_5450,2025-06-20,30.113610839843773,77.59448430358482,3.640398952114829,994.74359375,1.80816650390625,True
site_308,2025-06-20,30.113610839843773,77.59448430358482,3.640398952114829,994.74359375,1.80816650390625,True
site_5452,2025-06-20,30.113610839843773,77.59448430358482,3.640398952114829,994.74359375,1.80816650390625,True
site_5451,2025-06-20,30.113610839843773,77.59448430358482,3.640398952114829,994.74359375,1.80816650390625,True
site_5454,2025-06-20,30.3815856933594,76.02999888553501,3.5095685624764763,995.860703125,1.7619132995605469,True
site_5455,2025-06-20,30.3815856933594,76.02999888553501,3.5095685624764763,995.860703125,1.7619132995605469,True
site_5449,2025-06-20,30.113610839843773,77.59448430358482,3.640398952114829,994.74359375,1.80816650390625,True
site_5456,2025-06-20,30.113610839843773,77.59448430358482,3.640398952114829,994.74359375,1.80816650390625,True
site_5453,2025-06-22,29.0366149902344,84.8821909294442,3.023021165660058,993.979609375,19.28186416625977,True
site_5450,2025-06-22,29.0366149902344,84.8821909294442,3.023021165660058,993.979609375,19.28186416625977,True
site_308,2025-06-22,29.0366149902344,84.8821909294442,3.023021165660058,993.979609375,19.28186416625977,True
site_5452,2025-06-22,29.0366149902344,84.8821909294442,3.023021165660058,993.979609375,19.28186416625977,True
site_5451,2025-06-22,29.0366149902344,84.8821909294442,3.023021165660058,993.979609375,19.28186416625977,True
site_5454,2025-06-22,29.1061950683594,84.51204522713014,2.95529753217408,995.080859375,16.215801239013672,True
site_5455,2025-06-22,29.1061950683594,84.51204522713014,2.95529753217408,995.080859375,16.215801239013672,True
site_5449,2025-06-22,29.0366149902344,84.8821909294442,3.023021165660058,993.979609375,19.28186416625977,True
site_5456,2025-06-22,29.0366149902344,84.8821909294442,3.023021165660058,993.979609375,19.28186416625977,True
site_5453,2025-06-23,27.668817138671898,92.68194553315496,2.6149015995684644,992.76171875,15.644550323486328,True
site_5450,2025-06-23,27.668817138671898,92.68194553315496,2.6149015995684644,992.76171875,15.644550323486328,True
site_308,2025-06-23,27.668817138671898,92.68194553315496,2.6149015995684644,992.76171875,15.644550323486328,True
site_5452,2025-06-23,27.668817138671898,92.68194553315496,2.6149015995684644,992.76171875,15.644550323486328,True
site_5451,2025-06-23,27.668817138671898,92.68194553315496,2.6149015995684644,992.76171875,15.644550323486328,True
site_5454,2025-06-23,27.974816894531276,91.59923813560658,2.530156803528097,993.905078125,13.883590698242188,True
site_5455,2025-06-23,27.974816894531276,91.59923813560658,2.530156803528097,993.905078125,13.883590698242188,True
site_5449,2025-06-23,27.668817138671898,92.68194553315496,2.6149015995684644,992.76171875,15.644550323486328,True
site_5456,2025-06-23,27.668817138671898,92.68194553315496,2.6149015995684644,992.76171875,15.644550323486328,True
site_5453,2025-06-24,29.481103515625023,84.01335745944944,3.03122828000672,991.838125,2.892017364501953,True
site_5450,2025-06-24,29.481103515625023,84.01335745944944,3.03122828000672,991.838125,2.892017364501953,True
site_308,2025-06-24,29.481103515625023,84.01335745944944,3.03122828000672,991.838125,2.892017364501953,True
site_5452,2025-06-24,29.481103515625023,84.01335745944944,3.03122828000672,991.838125,2.892017364501953,True
site_5451,2025-06-24,29.481103515625023,84.01335745944944,3.03122828000672,991.838125,2.892017364501953,True
site_5454,2025-06-24,29.9526306152344,81.32188818874096,3.024980494510749,992.926015625,1.3055801391601562,True
site_5455,2025-06-24,29.9526306152344,81.32188818874096,3.024980494510749,992.926015625,1.3055801391601562,True
site_5449,2025-06-24,29.481103515625023,84.01335745944944,3.03122828000672,991.838125,2.892017364501953,True
site_5456,2025-06-24,29.481103515625023,84.01335745944944,3.03122828000672,991.838125,2.892017364501953,True
site_5453,2025-06-27,28.177453613281276,87.81233135108113,4.086411660864619,992.943515625,41.19634628295898,True
site_5450,2025-06-27,28.177453613281276,87.81233135108113,4.086411660864619,992.943515625,41.19634628295898,True
