Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,52.20,103.75,5.03,30.09,21.04,19.72,1.64,1.08,12.61,0.09,12.76,0.81,NA,0.10,1.64,18.97,34.50,0.11,44.65,0.00,0.00,NA,NA,NA
2025-01-01 01:00:00,39.40,78.95,5.15,15.15,13.22,20.94,1.24,0.59,25.49,0.06,6.58,0.04,NA,0.08,0.54,18.36,23.02,0.22,74.12,0.00,0.00,NA,NA,NA
2025-01-01 02:00:00,31.65,64.95,4.95,10.16,11.04,21.60,3.58,0.51,29.59,0.03,3.63,0.04,NA,0.05,0.16,17.90,22.97,0.08,62.51,0.00,0.00,NA,NA,NA
2025-01-01 03:00:00,35.83,74.62,5.10,11.76,11.36,21.21,3.90,0.51,27.73,0.01,3.12,0.01,NA,0.04,0.19,17.41,25.88,0.47,81.89,0.00,0.00,NA,NA,NA
2025-01-01 04:00:00,37.28,74.88,4.89,13.21,11.92,20.84,3.60,0.50,18.77,0.01,2.32,0.07,NA,0.06,0.14,16.71,21.06,0.68,76.00,0.00,0.00,NA,NA,NA
2025-01-01 05:00:00,33.20,67.15,5.30,13.73,12.61,20.68,3.41,0.55,20.44,0.02,3.16,0.09,NA,0.11,0.12,16.32,28.46,1.36,71.62,0.00,0.00,NA,NA,NA
2025-01-01 06:00:00,42.80,81.65,5.41,13.25,13.42,20.43,5.16,0.66,19.21,0.02,5.83,0.21,NA,0.06,0.09,15.90,23.72,1.36,70.37,0.00,0.00,NA,NA,NA
2025-01-01 07:00:00,44.60,85.55,5.33,14.63,13.12,18.95,6.46,0.69,20.18,0.04,7.90,0.17,NA,0.03,0.11,15.94,22.75,1.31,72.88,0.00,0.00,NA,NA,NA
2025-01-01 08:00:00,48.45,95.65,5.49,14.64,13.28,20.36,6.70,0.64,24.55,0.01,5.66,0.19,NA,0.04,0.20,16.81,25.58,1.64,74.28,0.00,0.00,NA,NA,NA
2025-01-01 09:00:00,46.65,95.88,5.78,14.19,14.32,18.56,6.20,0.70,31.04,0.02,7.94,0.20,NA,0.03,0.22,18.43,22.82,1.27,65.38,0.00,0.00,NA,NA,NA
