Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,23.85,44.92,9.01,10.54,19.56,31.82,10.39,0.30,6.71,0.79,26.32,0.47,NA,0.06,0.47,17.14,59.24,1.54,64.50,0.00,0.00,NA,NA,NA
2022-01-01 01:00:00,21.30,42.32,10.01,10.22,20.23,32.26,10.38,0.33,6.82,0.67,25.78,0.34,NA,0.06,0.34,16.77,59.71,1.41,63.07,0.00,0.00,NA,NA,NA
2022-01-01 02:00:00,16.50,33.55,9.03,10.26,19.29,32.02,10.33,0.28,6.69,0.73,25.28,0.30,NA,0.06,0.30,16.28,61.02,1.37,65.07,0.00,0.00,NA,NA,NA
2022-01-01 03:00:00,13.27,26.40,9.64,10.28,19.92,31.99,10.24,0.24,6.58,0.64,24.87,0.39,NA,0.03,0.39,15.95,61.50,1.41,60.27,0.00,0.00,NA,NA,NA
2022-01-01 04:00:00,14.20,26.55,10.06,10.28,20.34,32.04,10.27,0.24,6.79,0.60,24.64,0.21,NA,0.02,0.21,15.80,62.01,1.61,70.30,0.00,0.00,NA,NA,NA
2022-01-01 05:00:00,17.18,32.88,9.94,10.42,20.20,31.98,10.36,0.28,6.67,0.68,24.03,0.12,NA,0.06,0.12,15.59,64.81,1.69,75.52,0.00,0.00,NA,NA,NA
2022-01-01 06:00:00,18.02,33.08,9.56,10.35,19.91,32.40,10.39,0.36,5.53,0.50,23.31,0.19,NA,0.04,0.19,15.42,67.58,1.40,67.67,0.00,0.00,NA,NA,NA
2022-01-01 07:00:00,22.78,42.02,9.44,9.78,19.22,32.39,10.35,0.44,4.59,0.51,23.07,0.19,NA,0.03,0.19,15.49,69.26,1.46,68.55,0.00,0.00,NA,NA,NA
2022-01-01 08:00:00,26.98,54.00,9.34,10.32,19.67,31.58,10.33,0.45,4.36,0.76,22.92,0.33,NA,0.04,0.33,16.19,67.94,1.48,73.28,0.00,0.00,NA,NA,NA
2022-01-01 09:00:00,35.72,70.12,8.62,10.27,18.90,31.74,10.45,0.52,4.40,0.81,22.98,0.25,NA,0.02,0.25,17.76,63.72,1.56,72.89,0.00,0.00,NA,NA,NA
2022-01-01 10:00:00,43.72,78.62,10.02,10.02,20.03,32.02,10.42,0.67,5.33,0.82,23.76,0.36,NA,0.02,0.36,19.67,59.08,1.46,76.32,0.00,0.00,NA,NA,NA
2022-01-01 11:00:00,39.10,69.45,9.12,9.98,19.10,31.95,10.47,0.63,6.82,0.86,24.84,0.13,NA,0.04,0.13,21.41,55.58,1.22,65.32,0.00,0.00,NA,NA,NA
2022-01-01 12:00:00,47.20,82.70,9.77,10.06,19.83,31.90,10.46,0.74,8.68,0.62,26.33,0.38,NA,0.02,0.38,23.16,52.48,1.16,48.82,0.00,0.00,NA,NA,NA
